po_id,material_id,material_name,supplier_id,supplier_name,plant_id,plant_name,period_week,allocated_units,utilization_pct,lead_time_variance_days,geo_financial_risk,delay_probability_pct,risk_tier,status_label,recommended_action,split_sourcing_recommended
PO-SUP_002-MAT_013-W02,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_002,Vanguard Industrial Dynamics,PLANT_01,Detroit Advanced Assembly Hub,W02,391,4.1,1.4,1.4,4.0,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_013-W02,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_002,Vanguard Industrial Dynamics,PLANT_02,Munich Engineering Works,W02,657,6.9,1.4,1.4,11.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_013-W02,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_002,Vanguard Industrial Dynamics,PLANT_03,Monterrey Global Production Hub,W02,491,5.1,1.4,1.4,5.6,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_013-W02,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_002,Vanguard Industrial Dynamics,PLANT_04,Tokyo Precision Facility,W02,462,4.8,1.4,1.4,12.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_013-W02,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_002,Vanguard Industrial Dynamics,PLANT_05,Chennai Industrial Complex,W02,560,5.8,1.4,1.4,16.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_013-W02,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_004,Hansol High-Tech Components,PLANT_01,Detroit Advanced Assembly Hub,W02,283,2.7,1.8,1.8,8.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_013-W02,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_004,Hansol High-Tech Components,PLANT_02,Munich Engineering Works,W02,476,4.5,1.8,1.8,10.1,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_013-W02,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_004,Hansol High-Tech Components,PLANT_03,Monterrey Global Production Hub,W02,356,3.4,1.8,1.8,9.1,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_013-W02,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_004,Hansol High-Tech Components,PLANT_04,Tokyo Precision Facility,W02,938,8.9,1.8,1.8,3.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_013-W02,MAT_013,Polycarbonate Optical-Grade Pellets,SUP_004,Hansol High-Tech Components,PLANT_05,Chennai Industrial Complex,W02,1136,10.7,1.8,1.8,8.0,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_014-W02,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_002,Vanguard Industrial Dynamics,PLANT_01,Detroit Advanced Assembly Hub,W02,395,5.2,1.4,1.4,4.0,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_014-W02,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_002,Vanguard Industrial Dynamics,PLANT_02,Munich Engineering Works,W02,1065,14.0,1.4,1.4,11.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_014-W02,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_002,Vanguard Industrial Dynamics,PLANT_03,Monterrey Global Production Hub,W02,1300,17.1,1.4,1.4,6.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_014-W02,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_002,Vanguard Industrial Dynamics,PLANT_04,Tokyo Precision Facility,W02,560,7.4,1.4,1.4,14.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_014-W02,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_002,Vanguard Industrial Dynamics,PLANT_05,Chennai Industrial Complex,W02,703,9.3,1.4,1.4,17.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_014-W02,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_004,Hansol High-Tech Components,PLANT_01,Detroit Advanced Assembly Hub,W02,324,3.3,1.8,1.8,9.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_014-W02,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_004,Hansol High-Tech Components,PLANT_02,Munich Engineering Works,W02,871,8.9,1.8,1.8,15.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_014-W02,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_004,Hansol High-Tech Components,PLANT_03,Monterrey Global Production Hub,W02,1064,10.9,1.8,1.8,16.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_014-W02,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_004,Hansol High-Tech Components,PLANT_04,Tokyo Precision Facility,W02,954,9.8,1.8,1.8,5.6,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_014-W02,MAT_014,Polyether Ether Ketone PEEK Polymer,SUP_004,Hansol High-Tech Components,PLANT_05,Chennai Industrial Complex,W02,1196,12.2,1.8,1.8,12.5,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_015-W02,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_002,Vanguard Industrial Dynamics,PLANT_01,Detroit Advanced Assembly Hub,W02,1308,13.3,1.4,1.4,4.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_015-W02,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_002,Vanguard Industrial Dynamics,PLANT_02,Munich Engineering Works,W02,483,4.9,1.4,1.4,5.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_015-W02,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_002,Vanguard Industrial Dynamics,PLANT_03,Monterrey Global Production Hub,W02,889,9.0,1.4,1.4,4.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_015-W02,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_002,Vanguard Industrial Dynamics,PLANT_04,Tokyo Precision Facility,W02,231,2.4,1.4,1.4,7.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_002-MAT_015-W02,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_002,Vanguard Industrial Dynamics,PLANT_05,Chennai Industrial Complex,W02,412,4.2,1.4,1.4,9.1,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_015-W02,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_004,Hansol High-Tech Components,PLANT_01,Detroit Advanced Assembly Hub,W02,587,10.3,1.8,1.8,11.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_015-W02,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_004,Hansol High-Tech Components,PLANT_02,Munich Engineering Works,W02,217,3.8,1.8,1.8,10.0,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_015-W02,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_004,Hansol High-Tech Components,PLANT_03,Monterrey Global Production Hub,W02,400,7.0,1.8,1.8,10.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_015-W02,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_004,Hansol High-Tech Components,PLANT_04,Tokyo Precision Facility,W02,468,8.2,1.8,1.8,3.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_015-W02,MAT_015,Thermoplastic Polyurethane TPU Elastomer,SUP_004,Hansol High-Tech Components,PLANT_05,Chennai Industrial Complex,W02,838,14.7,1.8,1.8,9.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_016-W02,MAT_016,Quad-Core Embedded Controller SoC,SUP_003,Nippon Advanced Metallurgy,PLANT_01,Detroit Advanced Assembly Hub,W02,1524,11.4,0.6,3.1,27.9,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_003-MAT_016-W02,MAT_016,Quad-Core Embedded Controller SoC,SUP_003,Nippon Advanced Metallurgy,PLANT_02,Munich Engineering Works,W02,1493,11.2,0.6,3.1,31.7,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_003-MAT_016-W02,MAT_016,Quad-Core Embedded Controller SoC,SUP_003,Nippon Advanced Metallurgy,PLANT_03,Monterrey Global Production Hub,W02,1669,12.5,0.6,3.1,31.2,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_003-MAT_016-W02,MAT_016,Quad-Core Embedded Controller SoC,SUP_003,Nippon Advanced Metallurgy,PLANT_04,Tokyo Precision Facility,W02,628,4.7,0.6,3.1,7.1,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_016-W02,MAT_016,Quad-Core Embedded Controller SoC,SUP_003,Nippon Advanced Metallurgy,PLANT_05,Chennai Industrial Complex,W02,770,5.8,0.6,3.1,16.6,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_016-W02,MAT_016,Quad-Core Embedded Controller SoC,SUP_004,Hansol High-Tech Components,PLANT_01,Detroit Advanced Assembly Hub,W02,750,6.1,1.8,1.8,10.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_016-W02,MAT_016,Quad-Core Embedded Controller SoC,SUP_004,Hansol High-Tech Components,PLANT_02,Munich Engineering Works,W02,736,6.0,1.8,1.8,12.1,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_016-W02,MAT_016,Quad-Core Embedded Controller SoC,SUP_004,Hansol High-Tech Components,PLANT_03,Monterrey Global Production Hub,W02,822,6.7,1.8,1.8,11.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_016-W02,MAT_016,Quad-Core Embedded Controller SoC,SUP_004,Hansol High-Tech Components,PLANT_04,Tokyo Precision Facility,W02,309,2.5,1.8,1.8,3.1,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_016-W02,MAT_016,Quad-Core Embedded Controller SoC,SUP_004,Hansol High-Tech Components,PLANT_05,Chennai Industrial Complex,W02,380,3.1,1.8,1.8,6.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_017-W02,MAT_017,Industrial Power Management Module,SUP_003,Nippon Advanced Metallurgy,PLANT_01,Detroit Advanced Assembly Hub,W02,729,13.9,0.6,3.1,18.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_017-W02,MAT_017,Industrial Power Management Module,SUP_003,Nippon Advanced Metallurgy,PLANT_02,Munich Engineering Works,W02,890,17.0,0.6,3.1,23.0,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_017-W02,MAT_017,Industrial Power Management Module,SUP_003,Nippon Advanced Metallurgy,PLANT_03,Monterrey Global Production Hub,W02,1011,19.3,0.6,3.1,21.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_017-W02,MAT_017,Industrial Power Management Module,SUP_003,Nippon Advanced Metallurgy,PLANT_04,Tokyo Precision Facility,W02,922,17.6,0.6,3.1,7.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_017-W02,MAT_017,Industrial Power Management Module,SUP_003,Nippon Advanced Metallurgy,PLANT_05,Chennai Industrial Complex,W02,1467,28.0,0.6,3.1,19.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_017-W02,MAT_017,Industrial Power Management Module,SUP_004,Hansol High-Tech Components,PLANT_01,Detroit Advanced Assembly Hub,W02,343,3.6,1.8,1.8,12.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_017-W02,MAT_017,Industrial Power Management Module,SUP_004,Hansol High-Tech Components,PLANT_02,Munich Engineering Works,W02,419,4.4,1.8,1.8,15.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_017-W02,MAT_017,Industrial Power Management Module,SUP_004,Hansol High-Tech Components,PLANT_03,Monterrey Global Production Hub,W02,476,5.0,1.8,1.8,15.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_017-W02,MAT_017,Industrial Power Management Module,SUP_004,Hansol High-Tech Components,PLANT_04,Tokyo Precision Facility,W02,434,4.5,1.8,1.8,5.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_017-W02,MAT_017,Industrial Power Management Module,SUP_004,Hansol High-Tech Components,PLANT_05,Chennai Industrial Complex,W02,691,7.2,1.8,1.8,13.0,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_018-W02,MAT_018,Multi-Layer High-Frequency PCB Array,SUP_003,Nippon Advanced Metallurgy,PLANT_01,Detroit Advanced Assembly Hub,W02,785,8.8,0.6,3.1,19.0,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_018-W02,MAT_018,Multi-Layer High-Frequency PCB Array,SUP_003,Nippon Advanced Metallurgy,PLANT_02,Munich Engineering Works,W02,1157,13.0,0.6,3.1,25.0,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_003-MAT_018-W02,MAT_018,Multi-Layer High-Frequency PCB Array,SUP_003,Nippon Advanced Metallurgy,PLANT_03,Monterrey Global Production Hub,W02,510,5.7,0.6,3.1,18.6,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_018-W02,MAT_018,Multi-Layer High-Frequency PCB Array,SUP_003,Nippon Advanced Metallurgy,PLANT_04,Tokyo Precision Facility,W02,581,6.5,0.6,3.1,6.5,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_018-W02,MAT_018,Multi-Layer High-Frequency PCB Array,SUP_003,Nippon Advanced Metallurgy,PLANT_05,Chennai Industrial Complex,W02,1157,13.0,0.6,3.1,17.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_018-W02,MAT_018,Multi-Layer High-Frequency PCB Array,SUP_004,Hansol High-Tech Components,PLANT_01,Detroit Advanced Assembly Hub,W02,546,5.7,1.8,1.8,8.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_018-W02,MAT_018,Multi-Layer High-Frequency PCB Array,SUP_004,Hansol High-Tech Components,PLANT_02,Munich Engineering Works,W02,804,8.4,1.8,1.8,10.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_018-W02,MAT_018,Multi-Layer High-Frequency PCB Array,SUP_004,Hansol High-Tech Components,PLANT_03,Monterrey Global Production Hub,W02,354,3.7,1.8,1.8,8.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_018-W02,MAT_018,Multi-Layer High-Frequency PCB Array,SUP_004,Hansol High-Tech Components,PLANT_04,Tokyo Precision Facility,W02,403,4.2,1.8,1.8,3.1,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_018-W02,MAT_018,Multi-Layer High-Frequency PCB Array,SUP_004,Hansol High-Tech Components,PLANT_05,Chennai Industrial Complex,W02,804,8.4,1.8,1.8,6.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_019-W02,MAT_019,Precision MEMS IMU Sensor Package,SUP_003,Nippon Advanced Metallurgy,PLANT_01,Detroit Advanced Assembly Hub,W02,1288,14.8,0.6,3.1,22.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_019-W02,MAT_019,Precision MEMS IMU Sensor Package,SUP_003,Nippon Advanced Metallurgy,PLANT_02,Munich Engineering Works,W02,1272,14.6,0.6,3.1,25.8,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_003-MAT_019-W02,MAT_019,Precision MEMS IMU Sensor Package,SUP_003,Nippon Advanced Metallurgy,PLANT_03,Monterrey Global Production Hub,W02,1165,13.4,0.6,3.1,22.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_019-W02,MAT_019,Precision MEMS IMU Sensor Package,SUP_003,Nippon Advanced Metallurgy,PLANT_04,Tokyo Precision Facility,W02,984,11.3,0.6,3.1,7.5,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_019-W02,MAT_019,Precision MEMS IMU Sensor Package,SUP_003,Nippon Advanced Metallurgy,PLANT_05,Chennai Industrial Complex,W02,560,6.4,0.6,3.1,14.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_019-W02,MAT_019,Precision MEMS IMU Sensor Package,SUP_004,Hansol High-Tech Components,PLANT_01,Detroit Advanced Assembly Hub,W02,1012,12.7,1.8,1.8,15.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_019-W02,MAT_019,Precision MEMS IMU Sensor Package,SUP_004,Hansol High-Tech Components,PLANT_02,Munich Engineering Works,W02,999,12.5,1.8,1.8,17.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_019-W02,MAT_019,Precision MEMS IMU Sensor Package,SUP_004,Hansol High-Tech Components,PLANT_03,Monterrey Global Production Hub,W02,916,11.5,1.8,1.8,15.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_019-W02,MAT_019,Precision MEMS IMU Sensor Package,SUP_004,Hansol High-Tech Components,PLANT_04,Tokyo Precision Facility,W02,774,9.7,1.8,1.8,4.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_019-W02,MAT_019,Precision MEMS IMU Sensor Package,SUP_004,Hansol High-Tech Components,PLANT_05,Chennai Industrial Complex,W02,440,5.5,1.8,1.8,7.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_020-W02,MAT_020,Fiber-Optic Gigabit Transceiver Subassembly,SUP_003,Nippon Advanced Metallurgy,PLANT_01,Detroit Advanced Assembly Hub,W02,1197,10.6,0.6,3.1,21.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_020-W02,MAT_020,Fiber-Optic Gigabit Transceiver Subassembly,SUP_003,Nippon Advanced Metallurgy,PLANT_02,Munich Engineering Works,W02,650,5.7,0.6,3.1,21.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_020-W02,MAT_020,Fiber-Optic Gigabit Transceiver Subassembly,SUP_003,Nippon Advanced Metallurgy,PLANT_03,Monterrey Global Production Hub,W02,983,8.7,0.6,3.1,21.6,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_020-W02,MAT_020,Fiber-Optic Gigabit Transceiver Subassembly,SUP_003,Nippon Advanced Metallurgy,PLANT_04,Tokyo Precision Facility,W02,938,8.3,0.6,3.1,7.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_020-W02,MAT_020,Fiber-Optic Gigabit Transceiver Subassembly,SUP_003,Nippon Advanced Metallurgy,PLANT_05,Chennai Industrial Complex,W02,1081,9.6,0.6,3.1,16.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_020-W02,MAT_020,Fiber-Optic Gigabit Transceiver Subassembly,SUP_004,Hansol High-Tech Components,PLANT_01,Detroit Advanced Assembly Hub,W02,867,11.1,1.8,1.8,11.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_020-W02,MAT_020,Fiber-Optic Gigabit Transceiver Subassembly,SUP_004,Hansol High-Tech Components,PLANT_02,Munich Engineering Works,W02,470,6.0,1.8,1.8,10.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_020-W02,MAT_020,Fiber-Optic Gigabit Transceiver Subassembly,SUP_004,Hansol High-Tech Components,PLANT_03,Monterrey Global Production Hub,W02,712,9.1,1.8,1.8,11.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_020-W02,MAT_020,Fiber-Optic Gigabit Transceiver Subassembly,SUP_004,Hansol High-Tech Components,PLANT_04,Tokyo Precision Facility,W02,680,8.7,1.8,1.8,3.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_004-MAT_020-W02,MAT_020,Fiber-Optic Gigabit Transceiver Subassembly,SUP_004,Hansol High-Tech Components,PLANT_05,Chennai Industrial Complex,W02,782,10.0,1.8,1.8,7.7,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_021-W02,MAT_021,Angular Contact Spindle Bearing 7008,SUP_003,Nippon Advanced Metallurgy,PLANT_01,Detroit Advanced Assembly Hub,W02,798,12.2,0.6,3.1,18.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_021-W02,MAT_021,Angular Contact Spindle Bearing 7008,SUP_003,Nippon Advanced Metallurgy,PLANT_02,Munich Engineering Works,W02,1133,17.3,0.6,3.1,23.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_021-W02,MAT_021,Angular Contact Spindle Bearing 7008,SUP_003,Nippon Advanced Metallurgy,PLANT_03,Monterrey Global Production Hub,W02,333,5.1,0.6,3.1,17.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_021-W02,MAT_021,Angular Contact Spindle Bearing 7008,SUP_003,Nippon Advanced Metallurgy,PLANT_04,Tokyo Precision Facility,W02,1230,18.8,0.6,3.1,7.6,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_021-W02,MAT_021,Angular Contact Spindle Bearing 7008,SUP_003,Nippon Advanced Metallurgy,PLANT_05,Chennai Industrial Complex,W02,499,7.6,0.6,3.1,13.5,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_011-MAT_021-W02,MAT_021,Angular Contact Spindle Bearing 7008,SUP_011,Shinshu Bearing & Motion Systems,PLANT_01,Detroit Advanced Assembly Hub,W02,602,4.5,0.9,1.3,7.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_011-MAT_021-W02,MAT_021,Angular Contact Spindle Bearing 7008,SUP_011,Shinshu Bearing & Motion Systems,PLANT_02,Munich Engineering Works,W02,855,6.4,0.9,1.3,11.3,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_011-MAT_021-W02,MAT_021,Angular Contact Spindle Bearing 7008,SUP_011,Shinshu Bearing & Motion Systems,PLANT_03,Monterrey Global Production Hub,W02,251,1.9,0.9,1.3,6.5,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_011-MAT_021-W02,MAT_021,Angular Contact Spindle Bearing 7008,SUP_011,Shinshu Bearing & Motion Systems,PLANT_04,Tokyo Precision Facility,W02,928,7.0,0.9,1.3,3.4,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_011-MAT_021-W02,MAT_021,Angular Contact Spindle Bearing 7008,SUP_011,Shinshu Bearing & Motion Systems,PLANT_05,Chennai Industrial Complex,W02,376,2.8,0.9,1.3,5.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_022-W02,MAT_022,Double-Row Tapered Roller Bearing,SUP_003,Nippon Advanced Metallurgy,PLANT_01,Detroit Advanced Assembly Hub,W02,826,9.9,0.6,3.1,24.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_022-W02,MAT_022,Double-Row Tapered Roller Bearing,SUP_003,Nippon Advanced Metallurgy,PLANT_02,Munich Engineering Works,W02,987,11.8,0.6,3.1,31.6,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_003-MAT_022-W02,MAT_022,Double-Row Tapered Roller Bearing,SUP_003,Nippon Advanced Metallurgy,PLANT_03,Monterrey Global Production Hub,W02,1335,16.0,0.6,3.1,33.6,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_003-MAT_022-W02,MAT_022,Double-Row Tapered Roller Bearing,SUP_003,Nippon Advanced Metallurgy,PLANT_04,Tokyo Precision Facility,W02,378,4.5,0.6,3.1,6.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_022-W02,MAT_022,Double-Row Tapered Roller Bearing,SUP_003,Nippon Advanced Metallurgy,PLANT_05,Chennai Industrial Complex,W02,1275,15.3,0.6,3.1,26.4,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_011-MAT_022-W02,MAT_022,Double-Row Tapered Roller Bearing,SUP_011,Shinshu Bearing & Motion Systems,PLANT_01,Detroit Advanced Assembly Hub,W02,675,7.1,0.9,1.3,6.5,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_011-MAT_022-W02,MAT_022,Double-Row Tapered Roller Bearing,SUP_011,Shinshu Bearing & Motion Systems,PLANT_02,Munich Engineering Works,W02,808,8.5,0.9,1.3,8.2,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_011-MAT_022-W02,MAT_022,Double-Row Tapered Roller Bearing,SUP_011,Shinshu Bearing & Motion Systems,PLANT_03,Monterrey Global Production Hub,W02,1092,11.5,0.9,1.3,8.1,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_011-MAT_022-W02,MAT_022,Double-Row Tapered Roller Bearing,SUP_011,Shinshu Bearing & Motion Systems,PLANT_04,Tokyo Precision Facility,W02,310,3.3,0.9,1.3,1.9,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_011-MAT_022-W02,MAT_022,Double-Row Tapered Roller Bearing,SUP_011,Shinshu Bearing & Motion Systems,PLANT_05,Chennai Industrial Complex,W02,1043,10.9,0.9,1.3,5.8,GREEN,Low Delay Risk (< 25%),Direct PO Release Approved,0
PO-SUP_003-MAT_023-W02,MAT_023,Deep-Groove Ceramic Hybrid Bearing,SUP_003,Nippon Advanced Metallurgy,PLANT_01,Detroit Advanced Assembly Hub,W02,1261,10.9,0.6,3.1,31.8,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
PO-SUP_003-MAT_023-W02,MAT_023,Deep-Groove Ceramic Hybrid Bearing,SUP_003,Nippon Advanced Metallurgy,PLANT_02,Munich Engineering Works,W02,1099,9.5,0.6,3.1,36.3,AMBER,Moderate Delay Risk (25-50%),Expedited Transit Buffer Required,0
