supplier_id,material_id,period_week,max_weekly_capacity_units
SUP_004,MAT_017,W07,9241
SUP_004,MAT_017,W08,8839
SUP_004,MAT_017,W09,9362
SUP_004,MAT_017,W10,9571
SUP_004,MAT_017,W11,9502
SUP_004,MAT_017,W12,9306
SUP_008,MAT_017,W01,6218
SUP_008,MAT_017,W02,6037
SUP_008,MAT_017,W03,6078
SUP_008,MAT_017,W04,6499
SUP_008,MAT_017,W05,5999
SUP_008,MAT_017,W06,5901
SUP_008,MAT_017,W07,6459
SUP_008,MAT_017,W08,5981
SUP_008,MAT_017,W09,6051
SUP_008,MAT_017,W10,6064
SUP_008,MAT_017,W11,6189
SUP_008,MAT_017,W12,6374
SUP_003,MAT_018,W01,9495
SUP_003,MAT_018,W02,8871
SUP_003,MAT_018,W03,8952
SUP_003,MAT_018,W04,9417
SUP_003,MAT_018,W05,8920
SUP_003,MAT_018,W06,10037
SUP_003,MAT_018,W07,9028
SUP_003,MAT_018,W08,9015
SUP_003,MAT_018,W09,8893
SUP_003,MAT_018,W10,9637
SUP_003,MAT_018,W11,9057
SUP_003,MAT_018,W12,9105
SUP_004,MAT_018,W01,9158
SUP_004,MAT_018,W02,9591
SUP_004,MAT_018,W03,9545
SUP_004,MAT_018,W04,10080
SUP_004,MAT_018,W05,9320
SUP_004,MAT_018,W06,9245
SUP_004,MAT_018,W07,9894
SUP_004,MAT_018,W08,8943
SUP_004,MAT_018,W09,8785
SUP_004,MAT_018,W10,10170
SUP_004,MAT_018,W11,8841
SUP_004,MAT_018,W12,10123
SUP_008,MAT_018,W01,9565
SUP_008,MAT_018,W02,8779
SUP_008,MAT_018,W03,9683
SUP_008,MAT_018,W04,8864
SUP_008,MAT_018,W05,9292
SUP_008,MAT_018,W06,8864
SUP_008,MAT_018,W07,8625
SUP_008,MAT_018,W08,9555
SUP_008,MAT_018,W09,8817
SUP_008,MAT_018,W10,8539
SUP_008,MAT_018,W11,9797
SUP_008,MAT_018,W12,8797
SUP_003,MAT_019,W01,8182
SUP_003,MAT_019,W02,8691
SUP_003,MAT_019,W03,9120
SUP_003,MAT_019,W04,8250
SUP_003,MAT_019,W05,9195
SUP_003,MAT_019,W06,8116
SUP_003,MAT_019,W07,8885
SUP_003,MAT_019,W08,9419
SUP_003,MAT_019,W09,8682
SUP_003,MAT_019,W10,9427
SUP_003,MAT_019,W11,9347
SUP_003,MAT_019,W12,8782
SUP_004,MAT_019,W01,8605
SUP_004,MAT_019,W02,7985
SUP_004,MAT_019,W03,7983
SUP_004,MAT_019,W04,7683
SUP_004,MAT_019,W05,8622
SUP_004,MAT_019,W06,8468
SUP_004,MAT_019,W07,7912
SUP_004,MAT_019,W08,8582
SUP_004,MAT_019,W09,8730
SUP_004,MAT_019,W10,7654
SUP_004,MAT_019,W11,8824
SUP_004,MAT_019,W12,8158
SUP_008,MAT_019,W01,8427
SUP_008,MAT_019,W02,7295
SUP_008,MAT_019,W03,8303
SUP_008,MAT_019,W04,8243
SUP_008,MAT_019,W05,7484
SUP_008,MAT_019,W06,8193
SUP_008,MAT_019,W07,8349
SUP_008,MAT_019,W08,7614
SUP_008,MAT_019,W09,7296
SUP_008,MAT_019,W10,7625
SUP_008,MAT_019,W11,8009
SUP_008,MAT_019,W12,8420
SUP_003,MAT_020,W01,10127
SUP_003,MAT_020,W02,11309
SUP_003,MAT_020,W03,10561
SUP_003,MAT_020,W04,10478
SUP_003,MAT_020,W05,11225
SUP_003,MAT_020,W06,11078
SUP_003,MAT_020,W07,10435
SUP_003,MAT_020,W08,9973
SUP_003,MAT_020,W09,9838
SUP_003,MAT_020,W10,9922
SUP_003,MAT_020,W11,10420
SUP_003,MAT_020,W12,10081
SUP_004,MAT_020,W01,7424
SUP_004,MAT_020,W02,7840
SUP_004,MAT_020,W03,7785
SUP_004,MAT_020,W04,8274
SUP_004,MAT_020,W05,7654
SUP_004,MAT_020,W06,8192
SUP_004,MAT_020,W07,8228
SUP_004,MAT_020,W08,7928
SUP_004,MAT_020,W09,7956
SUP_004,MAT_020,W10,7828
SUP_004,MAT_020,W11,7922
SUP_004,MAT_020,W12,7528
SUP_008,MAT_020,W01,7276
SUP_008,MAT_020,W02,7812
SUP_008,MAT_020,W03,6726
SUP_008,MAT_020,W04,7166
SUP_008,MAT_020,W05,7240
SUP_008,MAT_020,W06,7030
SUP_008,MAT_020,W07,7103
SUP_008,MAT_020,W08,7399
SUP_008,MAT_020,W09,7388
SUP_008,MAT_020,W10,7024
SUP_008,MAT_020,W11,7138
SUP_008,MAT_020,W12,6994
SUP_003,MAT_021,W01,6897
SUP_003,MAT_021,W02,6558
SUP_003,MAT_021,W03,7142
SUP_003,MAT_021,W04,7405
SUP_003,MAT_021,W05,7366
SUP_003,MAT_021,W06,7235
SUP_003,MAT_021,W07,7147
SUP_003,MAT_021,W08,7089
SUP_003,MAT_021,W09,7424
SUP_003,MAT_021,W10,6789
SUP_003,MAT_021,W11,6626
SUP_003,MAT_021,W12,7443
SUP_011,MAT_021,W01,12121
SUP_011,MAT_021,W02,13342
SUP_011,MAT_021,W03,13051
SUP_011,MAT_021,W04,12661
SUP_011,MAT_021,W05,12935
SUP_011,MAT_021,W06,12774
SUP_011,MAT_021,W07,12911
SUP_011,MAT_021,W08,13170
SUP_011,MAT_021,W09,12255
SUP_011,MAT_021,W10,12315
SUP_011,MAT_021,W11,13357
SUP_011,MAT_021,W12,13600
SUP_004,MAT_021,W01,6366
SUP_004,MAT_021,W02,6369
SUP_004,MAT_021,W03,6200
SUP_004,MAT_021,W04,6764
SUP_004,MAT_021,W05,5947
SUP_004,MAT_021,W06,6674
SUP_004,MAT_021,W07,6749
SUP_004,MAT_021,W08,6038
SUP_004,MAT_021,W09,6378
SUP_004,MAT_021,W10,6000
SUP_004,MAT_021,W11,6700
SUP_004,MAT_021,W12,6281
SUP_003,MAT_022,W01,8655
SUP_003,MAT_022,W02,8350
SUP_003,MAT_022,W03,8898
SUP_003,MAT_022,W04,8292
SUP_003,MAT_022,W05,7770
SUP_003,MAT_022,W06,7872
SUP_003,MAT_022,W07,8251
SUP_003,MAT_022,W08,8450
SUP_003,MAT_022,W09,8443
SUP_003,MAT_022,W10,8596
SUP_003,MAT_022,W11,8108
SUP_003,MAT_022,W12,7724
SUP_011,MAT_022,W01,9633
SUP_011,MAT_022,W02,9529
SUP_011,MAT_022,W03,9283
SUP_011,MAT_022,W04,8501
SUP_011,MAT_022,W05,8940
SUP_011,MAT_022,W06,8529
SUP_011,MAT_022,W07,9893
SUP_011,MAT_022,W08,9806
SUP_011,MAT_022,W09,8536
SUP_011,MAT_022,W10,9805
SUP_011,MAT_022,W11,8482
SUP_011,MAT_022,W12,9035
SUP_004,MAT_022,W01,7524
SUP_004,MAT_022,W02,7770
SUP_004,MAT_022,W03,7386
SUP_004,MAT_022,W04,7126
SUP_004,MAT_022,W05,7787
SUP_004,MAT_022,W06,7082
SUP_004,MAT_022,W07,7644
SUP_004,MAT_022,W08,7687
SUP_004,MAT_022,W09,7074
SUP_004,MAT_022,W10,7429
SUP_004,MAT_022,W11,7404
SUP_004,MAT_022,W12,7263
SUP_003,MAT_023,W01,10044
SUP_003,MAT_023,W02,11540
SUP_003,MAT_023,W03,10513
SUP_003,MAT_023,W04,10059
SUP_003,MAT_023,W05,11516
SUP_003,MAT_023,W06,11270
SUP_003,MAT_023,W07,11135
SUP_003,MAT_023,W08,11515
SUP_003,MAT_023,W09,10633
SUP_003,MAT_023,W10,11071
SUP_003,MAT_023,W11,10567
SUP_003,MAT_023,W12,10490
SUP_011,MAT_023,W01,8408
SUP_011,MAT_023,W02,8546
SUP_011,MAT_023,W03,8447
SUP_011,MAT_023,W04,9375
SUP_011,MAT_023,W05,9077
SUP_011,MAT_023,W06,8219
SUP_011,MAT_023,W07,9195
SUP_011,MAT_023,W08,8648
SUP_011,MAT_023,W09,9134
SUP_011,MAT_023,W10,9299
SUP_011,MAT_023,W11,8082
SUP_011,MAT_023,W12,8349
SUP_004,MAT_023,W01,6753
SUP_004,MAT_023,W02,6595
SUP_004,MAT_023,W03,6836
SUP_004,MAT_023,W04,7049
SUP_004,MAT_023,W05,6381
SUP_004,MAT_023,W06,6167
SUP_004,MAT_023,W07,6588
SUP_004,MAT_023,W08,6695
SUP_004,MAT_023,W09,6923
SUP_004,MAT_023,W10,6946
SUP_004,MAT_023,W11,6269
SUP_004,MAT_023,W12,7178
SUP_003,MAT_024,W01,9282
SUP_003,MAT_024,W02,9163
SUP_003,MAT_024,W03,8579
SUP_003,MAT_024,W04,8974
SUP_003,MAT_024,W05,9079
SUP_003,MAT_024,W06,8582
SUP_003,MAT_024,W07,8555
SUP_003,MAT_024,W08,8331
SUP_003,MAT_024,W09,9062
SUP_003,MAT_024,W10,8441
SUP_003,MAT_024,W11,8553
SUP_003,MAT_024,W12,8215
SUP_011,MAT_024,W01,8027
SUP_011,MAT_024,W02,7777
SUP_011,MAT_024,W03,7863
SUP_011,MAT_024,W04,8463
SUP_011,MAT_024,W05,8424
SUP_011,MAT_024,W06,8084
SUP_011,MAT_024,W07,8228
SUP_011,MAT_024,W08,7640
SUP_011,MAT_024,W09,7763
SUP_011,MAT_024,W10,7427
SUP_011,MAT_024,W11,7713
SUP_011,MAT_024,W12,8189
SUP_004,MAT_024,W01,12229
SUP_004,MAT_024,W02,12197
SUP_004,MAT_024,W03,13487
SUP_004,MAT_024,W04,12032
SUP_004,MAT_024,W05,12682
SUP_004,MAT_024,W06,11854
SUP_004,MAT_024,W07,12579
SUP_004,MAT_024,W08,12587
SUP_004,MAT_024,W09,12819
SUP_004,MAT_024,W10,12530
SUP_004,MAT_024,W11,12257
SUP_004,MAT_024,W12,12411
SUP_003,MAT_025,W01,6720
SUP_003,MAT_025,W02,6644
SUP_003,MAT_025,W03,5884
SUP_003,MAT_025,W04,6521
SUP_003,MAT_025,W05,5983
SUP_003,MAT_025,W06,6061
SUP_003,MAT_025,W07,6469
SUP_003,MAT_025,W08,6398
SUP_003,MAT_025,W09,6671
SUP_003,MAT_025,W10,5980
SUP_003,MAT_025,W11,6558
SUP_003,MAT_025,W12,6520
SUP_011,MAT_025,W01,8526
SUP_011,MAT_025,W02,9060
SUP_011,MAT_025,W03,8326
SUP_011,MAT_025,W04,9180
SUP_011,MAT_025,W05,7891
SUP_011,MAT_025,W06,9153
SUP_011,MAT_025,W07,9187
SUP_011,MAT_025,W08,8031
SUP_011,MAT_025,W09,9238
SUP_011,MAT_025,W10,8526
SUP_011,MAT_025,W11,8202
SUP_011,MAT_025,W12,8697
SUP_004,MAT_025,W01,8211
SUP_004,MAT_025,W02,8001
SUP_004,MAT_025,W03,8111
SUP_004,MAT_025,W04,8060
SUP_004,MAT_025,W05,8304
SUP_004,MAT_025,W06,8548
SUP_004,MAT_025,W07,8094
SUP_004,MAT_025,W08,8162
SUP_004,MAT_025,W09,8861
SUP_004,MAT_025,W10,8304
SUP_004,MAT_025,W11,8754
SUP_004,MAT_025,W12,8647
SUP_001,MAT_026,W01,10925
SUP_001,MAT_026,W02,10034
SUP_001,MAT_026,W03,10104
SUP_001,MAT_026,W04,10348
SUP_001,MAT_026,W05,9789
SUP_001,MAT_026,W06,9665
SUP_001,MAT_026,W07,9853
SUP_001,MAT_026,W08,10958
SUP_001,MAT_026,W09,10375
SUP_001,MAT_026,W10,10110
SUP_001,MAT_026,W11,9676
SUP_001,MAT_026,W12,9967
SUP_009,MAT_026,W01,11348
SUP_009,MAT_026,W02,10766
SUP_009,MAT_026,W03,11313
SUP_009,MAT_026,W04,12019
SUP_009,MAT_026,W05,10931
SUP_009,MAT_026,W06,11695
SUP_009,MAT_026,W07,11202
SUP_009,MAT_026,W08,11624
SUP_009,MAT_026,W09,11653
SUP_009,MAT_026,W10,11152
SUP_009,MAT_026,W11,11640
SUP_009,MAT_026,W12,10957
SUP_007,MAT_026,W01,7550
SUP_007,MAT_026,W02,7279
SUP_007,MAT_026,W03,7779
SUP_007,MAT_026,W04,7342
SUP_007,MAT_026,W05,7458
SUP_007,MAT_026,W06,6778
SUP_007,MAT_026,W07,6749
SUP_007,MAT_026,W08,7697
SUP_007,MAT_026,W09,7812
SUP_007,MAT_026,W10,7489
SUP_007,MAT_026,W11,7601
SUP_007,MAT_026,W12,7190
SUP_001,MAT_027,W01,8183
SUP_001,MAT_027,W02,8300
SUP_001,MAT_027,W03,8395
SUP_001,MAT_027,W04,8729
SUP_001,MAT_027,W05,8172
SUP_001,MAT_027,W06,8984
SUP_001,MAT_027,W07,9401
SUP_001,MAT_027,W08,9371
SUP_001,MAT_027,W09,9015
SUP_001,MAT_027,W10,8109
SUP_001,MAT_027,W11,8836
SUP_001,MAT_027,W12,8666
SUP_009,MAT_027,W01,5298
SUP_009,MAT_027,W02,5083
SUP_009,MAT_027,W03,5676
SUP_009,MAT_027,W04,4866
SUP_009,MAT_027,W05,5538
SUP_009,MAT_027,W06,5420
SUP_009,MAT_027,W07,5532
SUP_009,MAT_027,W08,5619
SUP_009,MAT_027,W09,4942
SUP_009,MAT_027,W10,4933
SUP_009,MAT_027,W11,4977
SUP_009,MAT_027,W12,5014
SUP_007,MAT_027,W01,13085
SUP_007,MAT_027,W02,13307
SUP_007,MAT_027,W03,14267
SUP_007,MAT_027,W04,12707
SUP_007,MAT_027,W05,14626
SUP_007,MAT_027,W06,13535
SUP_007,MAT_027,W07,13065
SUP_007,MAT_027,W08,14054
SUP_007,MAT_027,W09,13188
SUP_007,MAT_027,W10,14340
SUP_007,MAT_027,W11,12710
SUP_007,MAT_027,W12,14696
SUP_001,MAT_028,W01,5160
SUP_001,MAT_028,W02,5412
SUP_001,MAT_028,W03,5565
SUP_001,MAT_028,W04,5127
SUP_001,MAT_028,W05,5085
SUP_001,MAT_028,W06,5228
SUP_001,MAT_028,W07,5518
SUP_001,MAT_028,W08,5460
SUP_001,MAT_028,W09,5770
SUP_001,MAT_028,W10,5577
SUP_001,MAT_028,W11,5835
SUP_001,MAT_028,W12,5161
SUP_009,MAT_028,W01,14568
SUP_009,MAT_028,W02,13062
SUP_009,MAT_028,W03,14529
SUP_009,MAT_028,W04,14073
SUP_009,MAT_028,W05,13798
SUP_009,MAT_028,W06,13152
SUP_009,MAT_028,W07,14579
SUP_009,MAT_028,W08,14055
SUP_009,MAT_028,W09,13173
SUP_009,MAT_028,W10,13746
SUP_009,MAT_028,W11,13998
SUP_009,MAT_028,W12,12952
SUP_007,MAT_028,W01,9365
SUP_007,MAT_028,W02,9676
SUP_007,MAT_028,W03,9574
SUP_007,MAT_028,W04,10672
SUP_007,MAT_028,W05,10673
SUP_007,MAT_028,W06,10848
SUP_007,MAT_028,W07,9825
SUP_007,MAT_028,W08,10255
SUP_007,MAT_028,W09,10260
SUP_007,MAT_028,W10,10719
SUP_007,MAT_028,W11,10439
SUP_007,MAT_028,W12,10217
SUP_001,MAT_029,W01,11749
SUP_001,MAT_029,W02,10637
SUP_001,MAT_029,W03,12170
SUP_001,MAT_029,W04,11692
SUP_001,MAT_029,W05,11289
SUP_001,MAT_029,W06,12144
SUP_001,MAT_029,W07,10481
SUP_001,MAT_029,W08,11174
SUP_001,MAT_029,W09,11899
SUP_001,MAT_029,W10,11000
SUP_001,MAT_029,W11,11773
SUP_001,MAT_029,W12,12109
SUP_009,MAT_029,W01,12361
SUP_009,MAT_029,W02,11179
SUP_009,MAT_029,W03,11745
SUP_009,MAT_029,W04,12020
SUP_009,MAT_029,W05,11408
SUP_009,MAT_029,W06,10998
SUP_009,MAT_029,W07,11596
SUP_009,MAT_029,W08,11269
SUP_009,MAT_029,W09,10920
SUP_009,MAT_029,W10,11656
SUP_009,MAT_029,W11,11278
SUP_009,MAT_029,W12,11999
SUP_007,MAT_029,W01,10308
SUP_007,MAT_029,W02,10174
SUP_007,MAT_029,W03,9181
SUP_007,MAT_029,W04,9294
SUP_007,MAT_029,W05,10172
SUP_007,MAT_029,W06,10049
SUP_007,MAT_029,W07,10216
SUP_007,MAT_029,W08,9550
SUP_007,MAT_029,W09,9219
SUP_007,MAT_029,W10,9060
SUP_007,MAT_029,W11,9537
SUP_007,MAT_029,W12,9618
SUP_001,MAT_030,W01,8819
SUP_001,MAT_030,W02,8797
SUP_001,MAT_030,W03,9314
SUP_001,MAT_030,W04,9504
SUP_001,MAT_030,W05,9437
SUP_001,MAT_030,W06,8821
SUP_001,MAT_030,W07,8800
SUP_001,MAT_030,W08,9500
SUP_001,MAT_030,W09,9565
SUP_001,MAT_030,W10,9847
SUP_001,MAT_030,W11,9967
SUP_001,MAT_030,W12,8684
SUP_009,MAT_030,W01,11567
SUP_009,MAT_030,W02,10996
SUP_009,MAT_030,W03,12534
SUP_009,MAT_030,W04,12542
SUP_009,MAT_030,W05,12680
SUP_009,MAT_030,W06,11914
SUP_009,MAT_030,W07,11156
SUP_009,MAT_030,W08,11554
SUP_009,MAT_030,W09,11098
SUP_009,MAT_030,W10,11404
SUP_009,MAT_030,W11,11766
SUP_009,MAT_030,W12,10955
SUP_007,MAT_030,W01,11686
SUP_007,MAT_030,W02,11732
SUP_007,MAT_030,W03,12669
SUP_007,MAT_030,W04,11851
SUP_007,MAT_030,W05,12982
SUP_007,MAT_030,W06,12549
SUP_007,MAT_030,W07,12112
SUP_007,MAT_030,W08,12347
SUP_007,MAT_030,W09,12039
SUP_007,MAT_030,W10,11414
SUP_007,MAT_030,W11,11164
SUP_007,MAT_030,W12,11918
SUP_002,MAT_031,W01,11770
SUP_002,MAT_031,W02,10917
SUP_002,MAT_031,W03,10927
SUP_002,MAT_031,W04,11790
SUP_002,MAT_031,W05,11869
SUP_002,MAT_031,W06,12075
SUP_002,MAT_031,W07,10570
SUP_002,MAT_031,W08,10901
SUP_002,MAT_031,W09,12027
SUP_002,MAT_031,W10,10686
SUP_002,MAT_031,W11,10890
SUP_002,MAT_031,W12,12058
SUP_007,MAT_031,W01,9886
SUP_007,MAT_031,W02,10547
SUP_007,MAT_031,W03,10213
SUP_007,MAT_031,W04,10352
SUP_007,MAT_031,W05,9806
SUP_007,MAT_031,W06,10025
SUP_007,MAT_031,W07,10745
SUP_007,MAT_031,W08,10052
SUP_007,MAT_031,W09,9596
SUP_007,MAT_031,W10,10332
SUP_007,MAT_031,W11,10378
SUP_007,MAT_031,W12,10302
SUP_010,MAT_031,W01,5834
SUP_010,MAT_031,W02,5406
SUP_010,MAT_031,W03,5621
SUP_010,MAT_031,W04,5386
SUP_010,MAT_031,W05,5258
SUP_010,MAT_031,W06,5607
SUP_010,MAT_031,W07,5717
SUP_010,MAT_031,W08,5697
SUP_010,MAT_031,W09,5360
SUP_010,MAT_031,W10,5439
SUP_010,MAT_031,W11,5556
SUP_010,MAT_031,W12,5215
SUP_002,MAT_032,W01,7784
SUP_002,MAT_032,W02,7873
SUP_002,MAT_032,W03,7012
SUP_002,MAT_032,W04,8115
SUP_002,MAT_032,W05,7499
SUP_002,MAT_032,W06,7405
SUP_002,MAT_032,W07,7532
SUP_002,MAT_032,W08,8031
SUP_002,MAT_032,W09,7755
SUP_002,MAT_032,W10,7577
SUP_002,MAT_032,W11,7875
SUP_002,MAT_032,W12,7355
SUP_007,MAT_032,W01,14003
SUP_007,MAT_032,W02,14710
SUP_007,MAT_032,W03,12933
SUP_007,MAT_032,W04,13240
SUP_007,MAT_032,W05,14159
SUP_007,MAT_032,W06,13059
SUP_007,MAT_032,W07,14044
SUP_007,MAT_032,W08,13935
SUP_007,MAT_032,W09,14116
SUP_007,MAT_032,W10,14119
SUP_007,MAT_032,W11,14826
SUP_007,MAT_032,W12,13424
SUP_010,MAT_032,W01,11292
SUP_010,MAT_032,W02,11277
SUP_010,MAT_032,W03,11515
SUP_010,MAT_032,W04,12528
SUP_010,MAT_032,W05,12163
SUP_010,MAT_032,W06,12413
SUP_010,MAT_032,W07,11514
SUP_010,MAT_032,W08,11809
SUP_010,MAT_032,W09,11980
SUP_010,MAT_032,W10,12398
SUP_010,MAT_032,W11,12419
SUP_010,MAT_032,W12,11378
SUP_002,MAT_033,W01,5387
SUP_002,MAT_033,W02,5225
SUP_002,MAT_033,W03,5765
SUP_002,MAT_033,W04,5044
SUP_002,MAT_033,W05,5688
SUP_002,MAT_033,W06,5600
SUP_002,MAT_033,W07,5270
SUP_002,MAT_033,W08,5266
SUP_002,MAT_033,W09,5647
SUP_002,MAT_033,W10,5420
SUP_002,MAT_033,W11,5270
SUP_002,MAT_033,W12,5054
SUP_007,MAT_033,W01,12052
SUP_007,MAT_033,W02,12015
SUP_007,MAT_033,W03,13028
SUP_007,MAT_033,W04,11647
SUP_007,MAT_033,W05,13105
SUP_007,MAT_033,W06,12705
SUP_007,MAT_033,W07,12763
SUP_007,MAT_033,W08,11745
SUP_007,MAT_033,W09,13372
SUP_007,MAT_033,W10,11903
SUP_007,MAT_033,W11,11765
SUP_007,MAT_033,W12,11737
SUP_010,MAT_033,W01,12864
SUP_010,MAT_033,W02,11470
SUP_010,MAT_033,W03,11802
SUP_010,MAT_033,W04,11379
SUP_010,MAT_033,W05,12254
SUP_010,MAT_033,W06,11854
SUP_010,MAT_033,W07,11082
SUP_010,MAT_033,W08,12203
SUP_010,MAT_033,W09,11404
SUP_010,MAT_033,W10,12161
SUP_010,MAT_033,W11,11771
SUP_010,MAT_033,W12,12377
SUP_002,MAT_034,W01,8074
SUP_002,MAT_034,W02,8643
SUP_002,MAT_034,W03,8767
SUP_002,MAT_034,W04,8474
SUP_002,MAT_034,W05,8772
SUP_002,MAT_034,W06,8420
SUP_002,MAT_034,W07,8191
SUP_002,MAT_034,W08,7965
SUP_002,MAT_034,W09,7853
SUP_002,MAT_034,W10,8599
SUP_002,MAT_034,W11,8356
SUP_002,MAT_034,W12,8995
SUP_007,MAT_034,W01,10291
SUP_007,MAT_034,W02,10314
SUP_007,MAT_034,W03,10275
SUP_007,MAT_034,W04,9887
SUP_007,MAT_034,W05,10694
SUP_007,MAT_034,W06,10324
SUP_007,MAT_034,W07,10642
SUP_007,MAT_034,W08,10467
SUP_007,MAT_034,W09,9805
SUP_007,MAT_034,W10,10319
SUP_007,MAT_034,W11,9460
SUP_007,MAT_034,W12,9540
SUP_010,MAT_034,W01,6641
SUP_010,MAT_034,W02,6506
SUP_010,MAT_034,W03,6790
SUP_010,MAT_034,W04,6533
SUP_010,MAT_034,W05,6807
SUP_010,MAT_034,W06,7037
SUP_010,MAT_034,W07,7013
SUP_010,MAT_034,W08,6845
SUP_010,MAT_034,W09,6916
SUP_010,MAT_034,W10,6972
SUP_010,MAT_034,W11,7395
SUP_010,MAT_034,W12,7408
SUP_002,MAT_035,W01,7906
SUP_002,MAT_035,W02,7825
SUP_002,MAT_035,W03,7386
SUP_002,MAT_035,W04,7605
SUP_002,MAT_035,W05,7776
SUP_002,MAT_035,W06,7278
SUP_002,MAT_035,W07,7661
SUP_002,MAT_035,W08,7222
SUP_002,MAT_035,W09,7382
SUP_002,MAT_035,W10,8233
SUP_002,MAT_035,W11,8419
SUP_002,MAT_035,W12,7844
SUP_007,MAT_035,W01,12918
SUP_007,MAT_035,W02,13091
SUP_007,MAT_035,W03,13549
SUP_007,MAT_035,W04,12991
SUP_007,MAT_035,W05,12411
SUP_007,MAT_035,W06,13246
SUP_007,MAT_035,W07,13729
SUP_007,MAT_035,W08,12522
SUP_007,MAT_035,W09,12128
SUP_007,MAT_035,W10,12531
SUP_007,MAT_035,W11,12665
SUP_007,MAT_035,W12,13697
SUP_010,MAT_035,W01,13219
SUP_010,MAT_035,W02,12303
SUP_010,MAT_035,W03,12305
SUP_010,MAT_035,W04,13692
SUP_010,MAT_035,W05,13793
SUP_010,MAT_035,W06,12835
SUP_010,MAT_035,W07,13791
SUP_010,MAT_035,W08,12153
SUP_010,MAT_035,W09,13574
SUP_010,MAT_035,W10,13212
SUP_010,MAT_035,W11,14142
SUP_010,MAT_035,W12,12280
SUP_003,MAT_036,W01,8761
SUP_003,MAT_036,W02,9778
SUP_003,MAT_036,W03,8982
SUP_003,MAT_036,W04,8835
SUP_003,MAT_036,W05,9513
SUP_003,MAT_036,W06,8966
SUP_003,MAT_036,W07,9770
SUP_003,MAT_036,W08,9454
SUP_003,MAT_036,W09,8673
SUP_003,MAT_036,W10,9505
SUP_003,MAT_036,W11,9182
SUP_003,MAT_036,W12,8838
SUP_006,MAT_036,W01,11372
SUP_006,MAT_036,W02,11321
SUP_006,MAT_036,W03,11451
SUP_006,MAT_036,W04,11451
SUP_006,MAT_036,W05,11167
SUP_006,MAT_036,W06,11728
SUP_006,MAT_036,W07,11594
SUP_006,MAT_036,W08,12089
SUP_006,MAT_036,W09,11675
SUP_006,MAT_036,W10,12407
SUP_006,MAT_036,W11,11610
SUP_006,MAT_036,W12,11567
SUP_008,MAT_036,W01,14471
SUP_008,MAT_036,W02,13813
SUP_008,MAT_036,W03,12558
SUP_008,MAT_036,W04,14422
SUP_008,MAT_036,W05,14041
SUP_008,MAT_036,W06,14327
SUP_008,MAT_036,W07,14486
SUP_008,MAT_036,W08,14216
SUP_008,MAT_036,W09,12626
SUP_008,MAT_036,W10,14214
SUP_008,MAT_036,W11,12890
SUP_008,MAT_036,W12,13882
SUP_003,MAT_037,W01,9433
SUP_003,MAT_037,W02,9310
SUP_003,MAT_037,W03,9039
SUP_003,MAT_037,W04,9167
SUP_003,MAT_037,W05,8719
SUP_003,MAT_037,W06,8930
SUP_003,MAT_037,W07,8985
SUP_003,MAT_037,W08,9248
SUP_003,MAT_037,W09,9605
SUP_003,MAT_037,W10,8465
SUP_003,MAT_037,W11,9077
SUP_003,MAT_037,W12,8733
SUP_006,MAT_037,W01,10965
SUP_006,MAT_037,W02,11024
SUP_006,MAT_037,W03,11190
SUP_006,MAT_037,W04,11697
SUP_006,MAT_037,W05,11659
SUP_006,MAT_037,W06,10326
SUP_006,MAT_037,W07,11880
SUP_006,MAT_037,W08,11284
SUP_006,MAT_037,W09,11394
SUP_006,MAT_037,W10,11664
SUP_006,MAT_037,W11,11568
SUP_006,MAT_037,W12,10865
SUP_008,MAT_037,W01,12664
SUP_008,MAT_037,W02,12028
SUP_008,MAT_037,W03,11697
SUP_008,MAT_037,W04,11622
SUP_008,MAT_037,W05,12130
SUP_008,MAT_037,W06,11327
SUP_008,MAT_037,W07,12717
SUP_008,MAT_037,W08,12594
SUP_008,MAT_037,W09,12798
SUP_008,MAT_037,W10,12544
SUP_008,MAT_037,W11,11164
SUP_008,MAT_037,W12,12282
SUP_003,MAT_038,W01,11559
SUP_003,MAT_038,W02,13389
SUP_003,MAT_038,W03,11843
SUP_003,MAT_038,W04,12441
SUP_003,MAT_038,W05,13514
SUP_003,MAT_038,W06,12384
SUP_003,MAT_038,W07,13522
SUP_003,MAT_038,W08,13349
SUP_003,MAT_038,W09,13295
SUP_003,MAT_038,W10,12131
SUP_003,MAT_038,W11,13279
SUP_003,MAT_038,W12,13283
SUP_006,MAT_038,W01,6690
SUP_006,MAT_038,W02,6268
SUP_006,MAT_038,W03,6395
SUP_006,MAT_038,W04,6950
SUP_006,MAT_038,W05,6179
SUP_006,MAT_038,W06,6420
SUP_006,MAT_038,W07,6325
SUP_006,MAT_038,W08,6737
SUP_006,MAT_038,W09,6251
SUP_006,MAT_038,W10,6691
SUP_006,MAT_038,W11,6741
SUP_006,MAT_038,W12,6007
SUP_008,MAT_038,W01,11946
SUP_008,MAT_038,W02,13004
SUP_008,MAT_038,W03,12851
SUP_008,MAT_038,W04,12699
SUP_008,MAT_038,W05,11803
SUP_008,MAT_038,W06,12491
SUP_008,MAT_038,W07,12034
SUP_008,MAT_038,W08,13550
SUP_008,MAT_038,W09,13209
SUP_008,MAT_038,W10,12766
SUP_008,MAT_038,W11,12256
SUP_008,MAT_038,W12,11970
SUP_003,MAT_039,W01,6254
SUP_003,MAT_039,W02,6536
