material_id,plant_id,period_week,forecasted_demand_units
MAT_013,PLANT_03,W04,905
MAT_013,PLANT_03,W05,942
MAT_013,PLANT_03,W06,989
MAT_013,PLANT_03,W07,889
MAT_013,PLANT_03,W08,1001
MAT_013,PLANT_03,W09,922
MAT_013,PLANT_03,W10,964
MAT_013,PLANT_03,W11,1054
MAT_013,PLANT_03,W12,967
MAT_013,PLANT_04,W01,1431
MAT_013,PLANT_04,W02,1400
MAT_013,PLANT_04,W03,1404
MAT_013,PLANT_04,W04,1524
MAT_013,PLANT_04,W05,1381
MAT_013,PLANT_04,W06,1390
MAT_013,PLANT_04,W07,1539
MAT_013,PLANT_04,W08,1612
MAT_013,PLANT_04,W09,1598
MAT_013,PLANT_04,W10,1450
MAT_013,PLANT_04,W11,1647
MAT_013,PLANT_04,W12,1568
MAT_013,PLANT_05,W01,1815
MAT_013,PLANT_05,W02,1696
MAT_013,PLANT_05,W03,1773
MAT_013,PLANT_05,W04,1788
MAT_013,PLANT_05,W05,1716
MAT_013,PLANT_05,W06,1922
MAT_013,PLANT_05,W07,1987
MAT_013,PLANT_05,W08,2046
MAT_013,PLANT_05,W09,1830
MAT_013,PLANT_05,W10,2074
MAT_013,PLANT_05,W11,1867
MAT_013,PLANT_05,W12,1972
MAT_014,PLANT_01,W01,645
MAT_014,PLANT_01,W02,719
MAT_014,PLANT_01,W03,656
MAT_014,PLANT_01,W04,759
MAT_014,PLANT_01,W05,730
MAT_014,PLANT_01,W06,762
MAT_014,PLANT_01,W07,768
MAT_014,PLANT_01,W08,721
MAT_014,PLANT_01,W09,811
MAT_014,PLANT_01,W10,810
MAT_014,PLANT_01,W11,779
MAT_014,PLANT_01,W12,806
MAT_014,PLANT_02,W01,1745
MAT_014,PLANT_02,W02,1936
MAT_014,PLANT_02,W03,1835
MAT_014,PLANT_02,W04,1887
MAT_014,PLANT_02,W05,2008
MAT_014,PLANT_02,W06,1943
MAT_014,PLANT_02,W07,2101
MAT_014,PLANT_02,W08,2040
MAT_014,PLANT_02,W09,2190
MAT_014,PLANT_02,W10,1934
MAT_014,PLANT_02,W11,2132
MAT_014,PLANT_02,W12,2009
MAT_014,PLANT_03,W01,2326
MAT_014,PLANT_03,W02,2364
MAT_014,PLANT_03,W03,2268
MAT_014,PLANT_03,W04,2516
MAT_014,PLANT_03,W05,2383
MAT_014,PLANT_03,W06,2415
MAT_014,PLANT_03,W07,2423
MAT_014,PLANT_03,W08,2536
MAT_014,PLANT_03,W09,2581
MAT_014,PLANT_03,W10,2545
MAT_014,PLANT_03,W11,2737
MAT_014,PLANT_03,W12,2489
MAT_014,PLANT_04,W01,1581
MAT_014,PLANT_04,W02,1514
MAT_014,PLANT_04,W03,1631
MAT_014,PLANT_04,W04,1550
MAT_014,PLANT_04,W05,1489
MAT_014,PLANT_04,W06,1598
MAT_014,PLANT_04,W07,1654
MAT_014,PLANT_04,W08,1539
MAT_014,PLANT_04,W09,1632
MAT_014,PLANT_04,W10,1685
MAT_014,PLANT_04,W11,1569
MAT_014,PLANT_04,W12,1609
MAT_014,PLANT_05,W01,1973
MAT_014,PLANT_05,W02,1899
MAT_014,PLANT_05,W03,1995
MAT_014,PLANT_05,W04,1921
MAT_014,PLANT_05,W05,1970
MAT_014,PLANT_05,W06,1934
MAT_014,PLANT_05,W07,1922
MAT_014,PLANT_05,W08,2086
MAT_014,PLANT_05,W09,2106
MAT_014,PLANT_05,W10,2136
MAT_014,PLANT_05,W11,2008
MAT_014,PLANT_05,W12,2158
MAT_015,PLANT_01,W01,1820
MAT_015,PLANT_01,W02,1895
MAT_015,PLANT_01,W03,1935
MAT_015,PLANT_01,W04,1780
MAT_015,PLANT_01,W05,1991
MAT_015,PLANT_01,W06,1856
MAT_015,PLANT_01,W07,1913
MAT_015,PLANT_01,W08,2078
MAT_015,PLANT_01,W09,2139
MAT_015,PLANT_01,W10,1964
MAT_015,PLANT_01,W11,2053
MAT_015,PLANT_01,W12,2128
MAT_015,PLANT_02,W01,737
MAT_015,PLANT_02,W02,700
MAT_015,PLANT_02,W03,745
MAT_015,PLANT_02,W04,744
MAT_015,PLANT_02,W05,716
MAT_015,PLANT_02,W06,707
MAT_015,PLANT_02,W07,709
MAT_015,PLANT_02,W08,709
MAT_015,PLANT_02,W09,798
MAT_015,PLANT_02,W10,736
MAT_015,PLANT_02,W11,812
MAT_015,PLANT_02,W12,750
MAT_015,PLANT_03,W01,1210
MAT_015,PLANT_03,W02,1289
MAT_015,PLANT_03,W03,1411
MAT_015,PLANT_03,W04,1408
MAT_015,PLANT_03,W05,1372
MAT_015,PLANT_03,W06,1425
MAT_015,PLANT_03,W07,1374
MAT_015,PLANT_03,W08,1433
MAT_015,PLANT_03,W09,1510
MAT_015,PLANT_03,W10,1356
MAT_015,PLANT_03,W11,1446
MAT_015,PLANT_03,W12,1468
MAT_015,PLANT_04,W01,704
MAT_015,PLANT_04,W02,699
MAT_015,PLANT_04,W03,725
MAT_015,PLANT_04,W04,771
MAT_015,PLANT_04,W05,763
MAT_015,PLANT_04,W06,786
MAT_015,PLANT_04,W07,770
MAT_015,PLANT_04,W08,721
MAT_015,PLANT_04,W09,801
MAT_015,PLANT_04,W10,730
MAT_015,PLANT_04,W11,800
MAT_015,PLANT_04,W12,803
MAT_015,PLANT_05,W01,1259
MAT_015,PLANT_05,W02,1250
MAT_015,PLANT_05,W03,1385
MAT_015,PLANT_05,W04,1388
MAT_015,PLANT_05,W05,1372
MAT_015,PLANT_05,W06,1288
MAT_015,PLANT_05,W07,1443
MAT_015,PLANT_05,W08,1459
MAT_015,PLANT_05,W09,1370
MAT_015,PLANT_05,W10,1321
MAT_015,PLANT_05,W11,1392
MAT_015,PLANT_05,W12,1465
MAT_016,PLANT_01,W01,2136
MAT_016,PLANT_01,W02,2274
MAT_016,PLANT_01,W03,2199
MAT_016,PLANT_01,W04,2145
MAT_016,PLANT_01,W05,2315
MAT_016,PLANT_01,W06,2278
MAT_016,PLANT_01,W07,2189
MAT_016,PLANT_01,W08,2212
MAT_016,PLANT_01,W09,2409
MAT_016,PLANT_01,W10,2425
MAT_016,PLANT_01,W11,2531
MAT_016,PLANT_01,W12,2288
MAT_016,PLANT_02,W01,2103
MAT_016,PLANT_02,W02,2229
MAT_016,PLANT_02,W03,2104
MAT_016,PLANT_02,W04,2191
MAT_016,PLANT_02,W05,2094
MAT_016,PLANT_02,W06,2050
MAT_016,PLANT_02,W07,2153
MAT_016,PLANT_02,W08,2220
MAT_016,PLANT_02,W09,2274
MAT_016,PLANT_02,W10,2330
MAT_016,PLANT_02,W11,2273
MAT_016,PLANT_02,W12,2406
MAT_016,PLANT_03,W01,2335
MAT_016,PLANT_03,W02,2491
MAT_016,PLANT_03,W03,2349
MAT_016,PLANT_03,W04,2225
MAT_016,PLANT_03,W05,2288
MAT_016,PLANT_03,W06,2418
MAT_016,PLANT_03,W07,2324
MAT_016,PLANT_03,W08,2353
MAT_016,PLANT_03,W09,2459
MAT_016,PLANT_03,W10,2680
MAT_016,PLANT_03,W11,2781
MAT_016,PLANT_03,W12,2697
MAT_016,PLANT_04,W01,947
MAT_016,PLANT_04,W02,937
MAT_016,PLANT_04,W03,891
MAT_016,PLANT_04,W04,967
MAT_016,PLANT_04,W05,874
MAT_016,PLANT_04,W06,998
MAT_016,PLANT_04,W07,906
MAT_016,PLANT_04,W08,1027
MAT_016,PLANT_04,W09,1019
MAT_016,PLANT_04,W10,1048
MAT_016,PLANT_04,W11,1041
MAT_016,PLANT_04,W12,1026
MAT_016,PLANT_05,W01,1087
MAT_016,PLANT_05,W02,1150
MAT_016,PLANT_05,W03,1146
MAT_016,PLANT_05,W04,1158
MAT_016,PLANT_05,W05,1059
MAT_016,PLANT_05,W06,1130
MAT_016,PLANT_05,W07,1149
MAT_016,PLANT_05,W08,1227
MAT_016,PLANT_05,W09,1222
MAT_016,PLANT_05,W10,1284
MAT_016,PLANT_05,W11,1138
MAT_016,PLANT_05,W12,1271
MAT_017,PLANT_01,W01,1034
MAT_017,PLANT_01,W02,1072
MAT_017,PLANT_01,W03,1099
MAT_017,PLANT_01,W04,1105
MAT_017,PLANT_01,W05,1130
MAT_017,PLANT_01,W06,1109
MAT_017,PLANT_01,W07,1112
MAT_017,PLANT_01,W08,1141
MAT_017,PLANT_01,W09,1120
MAT_017,PLANT_01,W10,1141
MAT_017,PLANT_01,W11,1181
MAT_017,PLANT_01,W12,1224
MAT_017,PLANT_02,W01,1192
MAT_017,PLANT_02,W02,1309
MAT_017,PLANT_02,W03,1149
MAT_017,PLANT_02,W04,1334
MAT_017,PLANT_02,W05,1304
MAT_017,PLANT_02,W06,1200
MAT_017,PLANT_02,W07,1200
MAT_017,PLANT_02,W08,1260
MAT_017,PLANT_02,W09,1272
MAT_017,PLANT_02,W10,1266
MAT_017,PLANT_02,W11,1412
MAT_017,PLANT_02,W12,1265
MAT_017,PLANT_03,W01,1607
MAT_017,PLANT_03,W02,1487
MAT_017,PLANT_03,W03,1506
MAT_017,PLANT_03,W04,1566
MAT_017,PLANT_03,W05,1517
MAT_017,PLANT_03,W06,1755
MAT_017,PLANT_03,W07,1695
MAT_017,PLANT_03,W08,1725
MAT_017,PLANT_03,W09,1701
MAT_017,PLANT_03,W10,1741
MAT_017,PLANT_03,W11,1706
MAT_017,PLANT_03,W12,1830
MAT_017,PLANT_04,W01,1255
MAT_017,PLANT_04,W02,1356
MAT_017,PLANT_04,W03,1284
MAT_017,PLANT_04,W04,1352
MAT_017,PLANT_04,W05,1241
MAT_017,PLANT_04,W06,1333
MAT_017,PLANT_04,W07,1320
MAT_017,PLANT_04,W08,1324
MAT_017,PLANT_04,W09,1446
MAT_017,PLANT_04,W10,1417
MAT_017,PLANT_04,W11,1366
MAT_017,PLANT_04,W12,1373
MAT_017,PLANT_05,W01,2181
MAT_017,PLANT_05,W02,2158
MAT_017,PLANT_05,W03,2213
MAT_017,PLANT_05,W04,2304
MAT_017,PLANT_05,W05,2294
MAT_017,PLANT_05,W06,2137
MAT_017,PLANT_05,W07,2242
MAT_017,PLANT_05,W08,2231
MAT_017,PLANT_05,W09,2395
MAT_017,PLANT_05,W10,2515
MAT_017,PLANT_05,W11,2310
MAT_017,PLANT_05,W12,2265
MAT_018,PLANT_01,W01,1233
MAT_018,PLANT_01,W02,1331
MAT_018,PLANT_01,W03,1209
MAT_018,PLANT_01,W04,1253
MAT_018,PLANT_01,W05,1362
MAT_018,PLANT_01,W06,1236
MAT_018,PLANT_01,W07,1350
MAT_018,PLANT_01,W08,1416
MAT_018,PLANT_01,W09,1380
MAT_018,PLANT_01,W10,1394
MAT_018,PLANT_01,W11,1405
MAT_018,PLANT_01,W12,1381
MAT_018,PLANT_02,W01,1838
MAT_018,PLANT_02,W02,1961
MAT_018,PLANT_02,W03,2119
MAT_018,PLANT_02,W04,1900
MAT_018,PLANT_02,W05,2168
MAT_018,PLANT_02,W06,2061
MAT_018,PLANT_02,W07,1920
MAT_018,PLANT_02,W08,1961
MAT_018,PLANT_02,W09,2172
MAT_018,PLANT_02,W10,2227
MAT_018,PLANT_02,W11,2279
MAT_018,PLANT_02,W12,2165
MAT_018,PLANT_03,W01,773
MAT_018,PLANT_03,W02,864
MAT_018,PLANT_03,W03,880
MAT_018,PLANT_03,W04,872
MAT_018,PLANT_03,W05,842
MAT_018,PLANT_03,W06,901
MAT_018,PLANT_03,W07,814
MAT_018,PLANT_03,W08,904
MAT_018,PLANT_03,W09,828
MAT_018,PLANT_03,W10,927
MAT_018,PLANT_03,W11,849
MAT_018,PLANT_03,W12,863
MAT_018,PLANT_04,W01,1009
MAT_018,PLANT_04,W02,984
MAT_018,PLANT_04,W03,998
MAT_018,PLANT_04,W04,956
MAT_018,PLANT_04,W05,973
MAT_018,PLANT_04,W06,1004
MAT_018,PLANT_04,W07,1053
MAT_018,PLANT_04,W08,1034
MAT_018,PLANT_04,W09,982
MAT_018,PLANT_04,W10,1094
MAT_018,PLANT_04,W11,1085
MAT_018,PLANT_04,W12,1113
MAT_018,PLANT_05,W01,1735
MAT_018,PLANT_05,W02,1961
MAT_018,PLANT_05,W03,1775
MAT_018,PLANT_05,W04,2037
MAT_018,PLANT_05,W05,1913
MAT_018,PLANT_05,W06,1978
MAT_018,PLANT_05,W07,1937
MAT_018,PLANT_05,W08,2078
MAT_018,PLANT_05,W09,2076
MAT_018,PLANT_05,W10,2002
MAT_018,PLANT_05,W11,2217
MAT_018,PLANT_05,W12,2076
MAT_019,PLANT_01,W01,2341
MAT_019,PLANT_01,W02,2300
MAT_019,PLANT_01,W03,2350
MAT_019,PLANT_01,W04,2232
MAT_019,PLANT_01,W05,2352
MAT_019,PLANT_01,W06,2528
MAT_019,PLANT_01,W07,2464
MAT_019,PLANT_01,W08,2642
MAT_019,PLANT_01,W09,2372
MAT_019,PLANT_01,W10,2594
MAT_019,PLANT_01,W11,2708
MAT_019,PLANT_01,W12,2692
MAT_019,PLANT_02,W01,2142
MAT_019,PLANT_02,W02,2271
MAT_019,PLANT_02,W03,1979
MAT_019,PLANT_02,W04,2293
MAT_019,PLANT_02,W05,2073
MAT_019,PLANT_02,W06,2065
MAT_019,PLANT_02,W07,2268
MAT_019,PLANT_02,W08,2233
MAT_019,PLANT_02,W09,2309
MAT_019,PLANT_02,W10,2180
MAT_019,PLANT_02,W11,2247
MAT_019,PLANT_02,W12,2450
MAT_019,PLANT_03,W01,2033
MAT_019,PLANT_03,W02,2081
MAT_019,PLANT_03,W03,2184
MAT_019,PLANT_03,W04,2165
MAT_019,PLANT_03,W05,2072
MAT_019,PLANT_03,W06,2117
MAT_019,PLANT_03,W07,2347
MAT_019,PLANT_03,W08,2159
MAT_019,PLANT_03,W09,2179
MAT_019,PLANT_03,W10,2411
MAT_019,PLANT_03,W11,2453
MAT_019,PLANT_03,W12,2478
MAT_019,PLANT_04,W01,1713
MAT_019,PLANT_04,W02,1758
MAT_019,PLANT_04,W03,1707
MAT_019,PLANT_04,W04,1666
MAT_019,PLANT_04,W05,1695
MAT_019,PLANT_04,W06,1889
MAT_019,PLANT_04,W07,1844
MAT_019,PLANT_04,W08,1822
MAT_019,PLANT_04,W09,1786
MAT_019,PLANT_04,W10,1953
MAT_019,PLANT_04,W11,1820
MAT_019,PLANT_04,W12,1984
MAT_019,PLANT_05,W01,966
MAT_019,PLANT_05,W02,1000
MAT_019,PLANT_05,W03,1038
MAT_019,PLANT_05,W04,1000
MAT_019,PLANT_05,W05,1057
MAT_019,PLANT_05,W06,1066
MAT_019,PLANT_05,W07,1046
MAT_019,PLANT_05,W08,1050
MAT_019,PLANT_05,W09,1080
MAT_019,PLANT_05,W10,1024
MAT_019,PLANT_05,W11,1075
MAT_019,PLANT_05,W12,1083
MAT_020,PLANT_01,W01,2162
MAT_020,PLANT_01,W02,2064
MAT_020,PLANT_01,W03,2118
MAT_020,PLANT_01,W04,2251
MAT_020,PLANT_01,W05,2159
MAT_020,PLANT_01,W06,2235
MAT_020,PLANT_01,W07,2248
MAT_020,PLANT_01,W08,2385
MAT_020,PLANT_01,W09,2313
MAT_020,PLANT_01,W10,2211
MAT_020,PLANT_01,W11,2418
MAT_020,PLANT_01,W12,2252
MAT_020,PLANT_02,W01,1241
MAT_020,PLANT_02,W02,1120
MAT_020,PLANT_02,W03,1209
MAT_020,PLANT_02,W04,1171
MAT_020,PLANT_02,W05,1302
MAT_020,PLANT_02,W06,1164
MAT_020,PLANT_02,W07,1178
MAT_020,PLANT_02,W08,1182
MAT_020,PLANT_02,W09,1288
MAT_020,PLANT_02,W10,1212
MAT_020,PLANT_02,W11,1330
MAT_020,PLANT_02,W12,1311
MAT_020,PLANT_03,W01,1724
MAT_020,PLANT_03,W02,1695
MAT_020,PLANT_03,W03,1782
MAT_020,PLANT_03,W04,1987
MAT_020,PLANT_03,W05,1906
MAT_020,PLANT_03,W06,1961
MAT_020,PLANT_03,W07,1836
MAT_020,PLANT_03,W08,1928
MAT_020,PLANT_03,W09,2094
MAT_020,PLANT_03,W10,2029
MAT_020,PLANT_03,W11,2128
MAT_020,PLANT_03,W12,1940
MAT_020,PLANT_04,W01,1628
MAT_020,PLANT_04,W02,1618
MAT_020,PLANT_04,W03,1665
MAT_020,PLANT_04,W04,1726
MAT_020,PLANT_04,W05,1794
MAT_020,PLANT_04,W06,1803
MAT_020,PLANT_04,W07,1772
MAT_020,PLANT_04,W08,1675
MAT_020,PLANT_04,W09,1785
MAT_020,PLANT_04,W10,1787
MAT_020,PLANT_04,W11,1737
MAT_020,PLANT_04,W12,1957
MAT_020,PLANT_05,W01,2066
MAT_020,PLANT_05,W02,1863
MAT_020,PLANT_05,W03,2069
MAT_020,PLANT_05,W04,2157
MAT_020,PLANT_05,W05,1900
MAT_020,PLANT_05,W06,2148
MAT_020,PLANT_05,W07,2006
MAT_020,PLANT_05,W08,2040
MAT_020,PLANT_05,W09,2054
MAT_020,PLANT_05,W10,2213
MAT_020,PLANT_05,W11,2189
MAT_020,PLANT_05,W12,2298
MAT_021,PLANT_01,W01,1387
MAT_021,PLANT_01,W02,1400
MAT_021,PLANT_01,W03,1326
MAT_021,PLANT_01,W04,1551
MAT_021,PLANT_01,W05,1421
MAT_021,PLANT_01,W06,1523
MAT_021,PLANT_01,W07,1499
MAT_021,PLANT_01,W08,1584
MAT_021,PLANT_01,W09,1602
MAT_021,PLANT_01,W10,1491
MAT_021,PLANT_01,W11,1571
MAT_021,PLANT_01,W12,1505
MAT_021,PLANT_02,W01,1900
MAT_021,PLANT_02,W02,1988
MAT_021,PLANT_02,W03,2107
MAT_021,PLANT_02,W04,1876
MAT_021,PLANT_02,W05,1953
MAT_021,PLANT_02,W06,2200
MAT_021,PLANT_02,W07,1991
MAT_021,PLANT_02,W08,2071
MAT_021,PLANT_02,W09,2222
MAT_021,PLANT_02,W10,2099
MAT_021,PLANT_02,W11,2261
MAT_021,PLANT_02,W12,2313
MAT_021,PLANT_03,W01,613
MAT_021,PLANT_03,W02,584
MAT_021,PLANT_03,W03,594
MAT_021,PLANT_03,W04,593
MAT_021,PLANT_03,W05,656
MAT_021,PLANT_03,W06,621
MAT_021,PLANT_03,W07,626
MAT_021,PLANT_03,W08,650
MAT_021,PLANT_03,W09,693
MAT_021,PLANT_03,W10,641
MAT_021,PLANT_03,W11,660
MAT_021,PLANT_03,W12,724
MAT_021,PLANT_04,W01,1946
MAT_021,PLANT_04,W02,2158
MAT_021,PLANT_04,W03,2117
MAT_021,PLANT_04,W04,2179
MAT_021,PLANT_04,W05,2223
MAT_021,PLANT_04,W06,2169
MAT_021,PLANT_04,W07,2139
MAT_021,PLANT_04,W08,2125
MAT_021,PLANT_04,W09,2304
MAT_021,PLANT_04,W10,2177
MAT_021,PLANT_04,W11,2328
MAT_021,PLANT_04,W12,2478
MAT_021,PLANT_05,W01,836
MAT_021,PLANT_05,W02,875
MAT_021,PLANT_05,W03,875
MAT_021,PLANT_05,W04,998
MAT_021,PLANT_05,W05,957
MAT_021,PLANT_05,W06,963
MAT_021,PLANT_05,W07,895
MAT_021,PLANT_05,W08,1007
MAT_021,PLANT_05,W09,1009
MAT_021,PLANT_05,W10,966
MAT_021,PLANT_05,W11,948
MAT_021,PLANT_05,W12,1011
MAT_022,PLANT_01,W01,1656
MAT_022,PLANT_01,W02,1501
MAT_022,PLANT_01,W03,1685
MAT_022,PLANT_01,W04,1646
MAT_022,PLANT_01,W05,1713
MAT_022,PLANT_01,W06,1739
MAT_022,PLANT_01,W07,1598
MAT_022,PLANT_01,W08,1736
MAT_022,PLANT_01,W09,1656
MAT_022,PLANT_01,W10,1790
MAT_022,PLANT_01,W11,1713
MAT_022,PLANT_01,W12,1759
MAT_022,PLANT_02,W01,1684
MAT_022,PLANT_02,W02,1795
MAT_022,PLANT_02,W03,1745
MAT_022,PLANT_02,W04,1734
MAT_022,PLANT_02,W05,1902
MAT_022,PLANT_02,W06,2036
MAT_022,PLANT_02,W07,1992
MAT_022,PLANT_02,W08,2055
MAT_022,PLANT_02,W09,2013
MAT_022,PLANT_02,W10,1911
MAT_022,PLANT_02,W11,2142
MAT_022,PLANT_02,W12,2076
MAT_022,PLANT_03,W01,2505
MAT_022,PLANT_03,W02,2427
MAT_022,PLANT_03,W03,2307
MAT_022,PLANT_03,W04,2476
MAT_022,PLANT_03,W05,2370
MAT_022,PLANT_03,W06,2580
MAT_022,PLANT_03,W07,2695
MAT_022,PLANT_03,W08,2750
MAT_022,PLANT_03,W09,2732
MAT_022,PLANT_03,W10,2713
MAT_022,PLANT_03,W11,2693
MAT_022,PLANT_03,W12,2663
MAT_022,PLANT_04,W01,709
MAT_022,PLANT_04,W02,688
MAT_022,PLANT_04,W03,752
MAT_022,PLANT_04,W04,710
MAT_022,PLANT_04,W05,750
MAT_022,PLANT_04,W06,712
MAT_022,PLANT_04,W07,771
MAT_022,PLANT_04,W08,790
MAT_022,PLANT_04,W09,791
MAT_022,PLANT_04,W10,770
MAT_022,PLANT_04,W11,762
MAT_022,PLANT_04,W12,751
MAT_022,PLANT_05,W01,2075
MAT_022,PLANT_05,W02,2318
MAT_022,PLANT_05,W03,2144
MAT_022,PLANT_05,W04,2376
MAT_022,PLANT_05,W05,2240
MAT_022,PLANT_05,W06,2190
MAT_022,PLANT_05,W07,2396
MAT_022,PLANT_05,W08,2450
MAT_022,PLANT_05,W09,2403
MAT_022,PLANT_05,W10,2269
MAT_022,PLANT_05,W11,2257
MAT_022,PLANT_05,W12,2507
MAT_023,PLANT_01,W01,2105
MAT_023,PLANT_01,W02,2002
MAT_023,PLANT_01,W03,1929
MAT_023,PLANT_01,W04,2056
MAT_023,PLANT_01,W05,2131
MAT_023,PLANT_01,W06,2051
MAT_023,PLANT_01,W07,2164
MAT_023,PLANT_01,W08,2197
MAT_023,PLANT_01,W09,2236
MAT_023,PLANT_01,W10,2382
MAT_023,PLANT_01,W11,2216
MAT_023,PLANT_01,W12,2177
MAT_023,PLANT_02,W01,1808
MAT_023,PLANT_02,W02,1745
MAT_023,PLANT_02,W03,1735
MAT_023,PLANT_02,W04,1807
MAT_023,PLANT_02,W05,1744
MAT_023,PLANT_02,W06,1780
MAT_023,PLANT_02,W07,1811
MAT_023,PLANT_02,W08,1932
MAT_023,PLANT_02,W09,1961
MAT_023,PLANT_02,W10,2015
MAT_023,PLANT_02,W11,1981
MAT_023,PLANT_02,W12,2026
MAT_023,PLANT_03,W01,1582
MAT_023,PLANT_03,W02,1640
MAT_023,PLANT_03,W03,1453
MAT_023,PLANT_03,W04,1570
MAT_023,PLANT_03,W05,1655
MAT_023,PLANT_03,W06,1677
MAT_023,PLANT_03,W07,1650
MAT_023,PLANT_03,W08,1685
MAT_023,PLANT_03,W09,1550
MAT_023,PLANT_03,W10,1650
MAT_023,PLANT_03,W11,1728
MAT_023,PLANT_03,W12,1787
MAT_023,PLANT_04,W01,2156
MAT_023,PLANT_04,W02,2469
MAT_023,PLANT_04,W03,2317
MAT_023,PLANT_04,W04,2208
MAT_023,PLANT_04,W05,2293
MAT_023,PLANT_04,W06,2269
MAT_023,PLANT_04,W07,2281
MAT_023,PLANT_04,W08,2435
MAT_023,PLANT_04,W09,2682
MAT_023,PLANT_04,W10,2574
MAT_023,PLANT_04,W11,2568
MAT_023,PLANT_04,W12,2665
MAT_023,PLANT_05,W01,1693
MAT_023,PLANT_05,W02,1924
MAT_023,PLANT_05,W03,1772
MAT_023,PLANT_05,W04,1886
MAT_023,PLANT_05,W05,1767
MAT_023,PLANT_05,W06,2034
MAT_023,PLANT_05,W07,2079
MAT_023,PLANT_05,W08,1981
MAT_023,PLANT_05,W09,1908
MAT_023,PLANT_05,W10,2102
MAT_023,PLANT_05,W11,2044
MAT_023,PLANT_05,W12,2121
MAT_024,PLANT_01,W01,1760
MAT_024,PLANT_01,W02,1743
MAT_024,PLANT_01,W03,1826
MAT_024,PLANT_01,W04,1777
MAT_024,PLANT_01,W05,1846
MAT_024,PLANT_01,W06,2118
MAT_024,PLANT_01,W07,2076
MAT_024,PLANT_01,W08,1971
MAT_024,PLANT_01,W09,2006
MAT_024,PLANT_01,W10,2085
MAT_024,PLANT_01,W11,2087
MAT_024,PLANT_01,W12,2174
MAT_024,PLANT_02,W01,789
MAT_024,PLANT_02,W02,754
MAT_024,PLANT_02,W03,784
MAT_024,PLANT_02,W04,773
MAT_024,PLANT_02,W05,785
MAT_024,PLANT_02,W06,766
MAT_024,PLANT_02,W07,830
MAT_024,PLANT_02,W08,769
MAT_024,PLANT_02,W09,865
MAT_024,PLANT_02,W10,814
MAT_024,PLANT_02,W11,817
MAT_024,PLANT_02,W12,779
MAT_024,PLANT_03,W01,943
MAT_024,PLANT_03,W02,909
MAT_024,PLANT_03,W03,915
MAT_024,PLANT_03,W04,960
MAT_024,PLANT_03,W05,1072
MAT_024,PLANT_03,W06,1061
MAT_024,PLANT_03,W07,1096
MAT_024,PLANT_03,W08,1096
MAT_024,PLANT_03,W09,1097
MAT_024,PLANT_03,W10,1072
MAT_024,PLANT_03,W11,1102
MAT_024,PLANT_03,W12,1155
MAT_024,PLANT_04,W01,1748
MAT_024,PLANT_04,W02,1702
MAT_024,PLANT_04,W03,1750
MAT_024,PLANT_04,W04,1893
MAT_024,PLANT_04,W05,1888
MAT_024,PLANT_04,W06,1969
MAT_024,PLANT_04,W07,1980
MAT_024,PLANT_04,W08,1895
MAT_024,PLANT_04,W09,1853
MAT_024,PLANT_04,W10,1909
MAT_024,PLANT_04,W11,2044
MAT_024,PLANT_04,W12,1905
MAT_024,PLANT_05,W01,1948
MAT_024,PLANT_05,W02,2000
MAT_024,PLANT_05,W03,2233
MAT_024,PLANT_05,W04,2114
MAT_024,PLANT_05,W05,1974
MAT_024,PLANT_05,W06,2266
MAT_024,PLANT_05,W07,2100
MAT_024,PLANT_05,W08,2074
MAT_024,PLANT_05,W09,2288
MAT_024,PLANT_05,W10,2360
MAT_024,PLANT_05,W11,2142
MAT_024,PLANT_05,W12,2445
MAT_025,PLANT_01,W01,1528
MAT_025,PLANT_01,W02,1522
MAT_025,PLANT_01,W03,1631
MAT_025,PLANT_01,W04,1551
MAT_025,PLANT_01,W05,1712
MAT_025,PLANT_01,W06,1777
MAT_025,PLANT_01,W07,1610
MAT_025,PLANT_01,W08,1767
MAT_025,PLANT_01,W09,1659
MAT_025,PLANT_01,W10,1680
MAT_025,PLANT_01,W11,1704
MAT_025,PLANT_01,W12,1714
MAT_025,PLANT_02,W01,2216
MAT_025,PLANT_02,W02,2380
MAT_025,PLANT_02,W03,2237
MAT_025,PLANT_02,W04,2246
MAT_025,PLANT_02,W05,2575
MAT_025,PLANT_02,W06,2512
MAT_025,PLANT_02,W07,2535
MAT_025,PLANT_02,W08,2545
MAT_025,PLANT_02,W09,2628
MAT_025,PLANT_02,W10,2573
MAT_025,PLANT_02,W11,2416
MAT_025,PLANT_02,W12,2607
MAT_025,PLANT_03,W01,1815
MAT_025,PLANT_03,W02,2012
MAT_025,PLANT_03,W03,2029
MAT_025,PLANT_03,W04,1960
MAT_025,PLANT_03,W05,1893
MAT_025,PLANT_03,W06,1888
MAT_025,PLANT_03,W07,2084
MAT_025,PLANT_03,W08,2031
MAT_025,PLANT_03,W09,2020
MAT_025,PLANT_03,W10,2147
MAT_025,PLANT_03,W11,1984
MAT_025,PLANT_03,W12,2125
MAT_025,PLANT_04,W01,1460
MAT_025,PLANT_04,W02,1493
MAT_025,PLANT_04,W03,1501
MAT_025,PLANT_04,W04,1493
MAT_025,PLANT_04,W05,1580
MAT_025,PLANT_04,W06,1477
MAT_025,PLANT_04,W07,1683
MAT_025,PLANT_04,W08,1635
MAT_025,PLANT_04,W09,1597
MAT_025,PLANT_04,W10,1668
MAT_025,PLANT_04,W11,1527
MAT_025,PLANT_04,W12,1591
